strength-training-vs-hypertrophy-training	strength-vs-hypertrophy-training-similarities-differences.md	5083	19	Strength vs Hypertrophy Training - Similarities & Differences
cbd-oil-for-health-and-performance	science-cbd-oil-health-performance.md	5068	55	The Science On CBD Oil For Health and Performance
how-to-eat-a-healthy-diet	eat-healthy-diet.md	5010	33	How to Eat a Healthy Diet
statins-muscle-strength	statins-muscle-they-affect-strength-growth.md	4951	29	Statins and Muscle: Do They Affect Strength or Growth?
the-beginner-prescription-blog	beginner-prescription.md	4889	30	The Beginner Prescription
how-to-squat	squat-correctly-technique-benefits-muscles-worked.md	4881	11	How-To Squat Correctly: Technique, Benefits & Muscles Worked
why-weight-regain-is-not-a-failure-of-willpower	weight-regain-not-failure-willpower.md	4849	22	Why Weight Regain Is Not a Failure of Willpower
autoregulation-and-rpe-part-i	rpe-lifting.md	4831	1	What is RPE in Lifting? (Rate of Perceived Exertion Explained)
should-bri-replace-bmi	new-number-health-body-roundness-index-replace.md	4817	27	A New Number for Health: Should Body Roundness Index Replace BMI?
how-to-train-while-losing-weight	train-while-losing-weight.md	4762	63	How-To Train While Losing Weight
best-trap-exercises-for-a-bigger-stronger-back	best-trap-exercises-workouts-bigger-back.md	4718	31	The Best Trap Exercises & Workouts for a Bigger Back
is-bmi-accurate	bmi-accurate-bmi.md	4705	10	Is BMI Accurate? A Physician’s Guide to BMI
tendinopathy-guide	barbell-medicine-guide-tendinopathy.md	4701	4	The Barbell Medicine Guide to Tendinopathy
what-is-creatine	creatine-benefits-side-effects-safe-consumption.md	4679	86	Creatine: Benefits, Side Effects & Safe Consumption
10-best-chest-workout-without-equipment	best-bodyweight-chest-workout-without-equipment.md	4656	14	Best Bodyweight Chest Workout Without Equipment (At Home)
the-grip-problem	grip-problem.md	4644	2	The Grip Problem
how-the-modern-food-environment-makes-overeating-the-default	modern-food-environment-makes-overeating-default.md	4634	22	How the Modern Food Environment Makes Overeating the Default
best-chest-and-back-exercises	exercises-chest-back-workout-day.md	4609	13	5 Exercises For Chest and Back Workout Day
best-chest-workout-with-dumbbells	best-chest-workout-dumbbells.md	4459	14	The 7 Best Chest Workout With Dumbbells
strength-standards	strength-standards-bodyweight-age-sex.md	4387	16	Strength Standards by Bodyweight, Age & Sex
general-physical-preparedness-gpp-training-for-lifters	general-physical-preparedness-training-lifters.md	4359	5	General Physical Preparedness (GPP) Training For Lifters
chin-up-alternatives	chin-alternatives.md	4326	2	10 Chin-Up Alternatives That Are Very Effective
the-motivation-to-train	science-training-motivation.md	4266	22	The Science of Training Motivation
the-barbell-medicine-guide-to-osteoarthritis	osteoarthritis-symptoms-causes-treatment.md	4233	39	Osteoarthritis: Symptoms, Causes & Treatment
post-operative-knee-rehabilitation	post-operative-knee-rehabilitation.md	4207	0	Post-Operative Knee Rehabilitation
fatty-liver-disease	fatty-liver-disease-causes-symptoms-treatments.md	4175	3	Fatty Liver Disease: Causes, Symptoms, and Treatments
12-ways-to-skin-the-texas-method	ways-skin-texas-method.md	4155	0	12 Ways To Skin The Texas Method
rhabdomyolysis-causes-treatment	rhabdomyolysis-causes-treatments-return-sport.md	4096	21	Rhabdomyolysis: Causes, Treatments, and Return to Sport
spondypartone	train-spondylolisthesis-spondylolysis.md	4059	5	How to Train With Spondylolisthesis or Spondylolysis
concurrent-training-and-the-interference-effect	concurrent-training-interference-effect-cardio-kill-gains.md	4036	26	Concurrent Training and the Interference Effect: Will Cardio Kill Your Gains?
how-to-exercise-when-you-have-no-time	exercise-have-no-time.md	4035	42	How to Exercise When You Have No Time
classicpress	press-like-pro-classic-press.md	4012	0	Press Like A Pro: The Classic Press
blood-flow-restriction-training	introduction-blood-flow-restriction-training.md	3998	39	Introduction To Blood Flow Restriction (BFR) Training
elevated-liver-enzymes-exercise	elevated-liver-enzymes-after-exercise-means.md	3949	11	Elevated Liver Enzymes After Exercise: What It Means
heart-rate-variability-hrv	understanding-heart-rate-variability-strength-training.md	3932	51	Understanding Heart Rate Variability for Strength Training
will-you-gain-weight-back-after-ozempic	gain-weight-back-after-ozempic-data-shows.md	3925	33	Will You Gain Weight Back After Ozempic? What the Data Shows
scivationstrong	general-strength-training-template-intermediate-advanced.md	3917	0	General Strength Training Template for the Intermediate/Advanced
olympic-lifting-vs-powerlifting	olympic-lifting-vs-powerlifting-differences.md	3868	6	Olympic Lifting vs. Powerlifting - What are the Differences?
strength-training-vs-bodybuilding	strength-training-vs-bodybuilding-similarities-differences.md	3847	9	Strength Training vs. Bodybuilding - Similarities & Differences
low-testosterone	low-testosterone-causes-diagnosis-management.md	3824	2	Low Testosterone: Causes, Diagnosis, and Management
best-pull-up-alternatives	best-pull-alternatives.md	3817	2	The 10 Best Pull-Up Alternatives
a-basic-guide-to-cholesterol	cholesterol-causes-prevention-treatment.md	3812	9	Cholesterol - Causes, Prevention & Treatment
strength-training-guide	strength-training-guide-get-stronger.md	3789	22	Strength Training Guide: How to Get Stronger
best-kettlebell-chest-exercises	best-kettlebell-chest-workout-exercises.md	3760	8	5 Best Kettlebell Chest Workout Exercises
a-basic-guide-to-blood-pressure	blood-pressure-causes-prevention-treatment.md	3743	22	Blood Pressure - Causes, Prevention & Treatment
pain-in-training-what-do	pain-training.md	3652	13	Pain in Training: What To Do?
best-upper-chest-exercises-for-bigger-pecs	best-upper-chest-exercises-bigger-pecs.md	3650	11	6 Best Upper Chest Exercises for Bigger Pecs
lifting-rehab-mistakes	biggest-mistakes-re-making-lifting-rehab.md	3639	0	The 3 Biggest Mistakes You're Making with Lifting Rehab
visceral-fat-waist-vs-weight	visceral-fat-vs-weight-waist-matters-more.md	3608	10	Visceral Fat vs. Weight: Why Your Waist Matters More
part-v-current-recommendations-for-youth-resistance-training	recommendations-youth-resistance-training.md	3583	5	Recommendations for Youth Resistance Training
best-olympic-weightlifting-programs	best-olympic-weightlifting-programs-maximum-performance.md	3580	12	2 Best Olympic Weightlifting Programs for Maximum Performance
collagen-protein-and-tendinopathy	collagen-protein-tendinopathy.md	3550	36	Collagen Protein and Tendinopathy
range-of-motion-considerations	range-motion-considerations.md	3430	44	Range of Motion Considerations
barbell-medicine-protein-recommendations	barbell-medicine-guide-protein.md	3348	54	Barbell Medicine Guide to Protein
the-pendulum-of-specifity-in-application-part-i	pendulum-specificity-application-part-i.md	3299	12	The Pendulum of Specificity in Application: Part I
working-out-but-gaining-weight	reasons-re-working-out-but-gaining-weight.md	3256	41	3 Reasons Why You're Working Out But Gaining Weight
where-should-my-priorities-be-to-improve-my-health	where-priorities-improve-health.md	3231	16	Where should my priorities be to improve my health?
a-second-opinion-on-your-meniscus-injury	second-opinion-meniscus-injury.md	3113	9	A Second Opinion on Your Meniscus Injury
best-inner-chest-exercises	best-inner-chest-exercises-workouts.md	3103	8	5 Best Inner Chest Exercises & Workouts (With Samples)
best-cable-chest-exercises	best-cable-chest-workout-exercises.md	3076	4	5 Best Cable Chest Workout Exercises That Are Effective
how-to-exercise-at-home	exercise-home.md	3072	8	How-to Exercise at Home
how-to-train-for-power-after-an-injury	train-power-after-injury.md	3069	3	How-To Train For Power After an Injury
progressive-loading	progressive-loading.md	3059	13	Progressive Loading
lipoprotein-a-testing-and-treatment	lipoprotein-levels-testing-treatment-heart-disease.md	3045	6	Lipoprotein A: Levels, Testing, and Treatment For Heart Disease
resistance-training-for-the-youth-population	resistance-training-youth-part-i.md	2964	36	Resistance Training for Youth: Part I
the-best-bench-press-alternatives	best-bench-press-alternatives-build-chest.md	2961	6	The 7 Best Bench Press Alternatives to Build Your Chest
collagen-protein	collagen-protein-work.md	2936	36	Collagen Protein: What It Is and Does It Work?
beyond-progressive-overload	beyond-progressive-overload-work-smarter-not-harder.md	2872	15	Beyond Progressive Overload: Work Smarter, Not Harder
protein-on-ozempic	protein-ozempic-much-need.md	2863	9	Protein on Ozempic: How Much Do You Need?
concussion-symptoms-treatment-recovery	concussion-guide-symptoms-treatment-recovery.md	2816	15	What is a Concussion? A Guide to Symptoms, Treatment, and Recovery
how-to-manage-an-ankle-sprain	manage-ankle-sprain.md	2816	7	How-To Manage an Ankle Sprain
training-with-hip-pain-part-i	training-hip-pain-part-i.md	2751	18	Training With Hip Pain Part I
does-si-joint-movement-cause-hip-and-low-back-pain	si-joint-movement-cause-hip-low-back.md	2699	40	Does SI Joint Movement Cause Hip and Low Back Pain?
what-are-wrist-wraps-for	wrist-wraps.md	2628	13	What Are Wrist Wraps For?
creatine-on-ozempic-does-it-prevent-muscle-loss	creatine-ozempic-prevent-muscle-loss.md	2573	9	Creatine on Ozempic: Does It Prevent Muscle Loss?
guide-to-plantar-heel-pain	guide-heel-pain.md	2469	15	Guide to Heel Pain
5-ways-to-improve-your-rowing	ways-improve-rowing.md	2424	0	5 Ways to Improve Your Rowing
lateral-elbow-pain-for-lifters	lateral-elbow-pain-lifters.md	2404	3	Lateral Elbow Pain for Lifters
what-do-knee-sleeves-do	knee-sleeves.md	2399	16	What Do Knee Sleeves Do?
training-expectations-understanding-stalls	training-expectations-understanding-stalls.md	2377	7	Training Expectations: Understanding Stalls
cant-straighten-arms-after-a-workout	t-straighten-arms-after-workout.md	2309	30	Can't Straighten Arms After A Workout?
recovering-from-an-injury-embrace-the-process	recovering-injury-embrace-process.md	2305	15	Recovering From an Injury: Embrace the Process
7-rules-to-optimize-protein-intake	rules-optimize-protein-intake.md	2280	0	7 Rules to Optimize Protein Intake
dietary-fiber-guide	dietary-fiber-guide-viscosity-fermentability-gut-health.md	2229	4	Dietary Fiber Guide: Viscosity, Fermentability, and Gut Health
training-with-hip-pain-part-ii	training-hip-pain-part-ii.md	2127	5	Training With Hip Pain Part II
a-basic-guide-to-sleep-apnea	basic-guide-sleep-apnea.md	2104	0	A Basic Guide to Sleep Apnea
strength-cancer-related-mortality-is-it-enough-to-exercise-or-do-you-actually-need-to-get-strong	strength-cancer-related-mortality-enough-exercise-actually.md	2078	19	Strength & Cancer-related Mortality: Is it enough to exercise, or do you actually need to get strong?
returning-to-the-gym	returning-gym.md	2023	0	Returning to the Gym
the-effect-of-resistance-training-on-high-blood-pressure	effect-resistance-training-high-blood-pressure.md	2010	22	The Effect of Resistance Training on High Blood Pressure
abnormal-labs-in-exercise-part-i-kidney-function	abnormal-labs-exercise-part-i-kidney-function.md	1902	1	Abnormal Labs in Exercise Part I: Kidney Function
crepitus-expectations-vs-reality	crepitus-expectations-vs-reality.md	1832	14	Crepitus: Expectations vs. Reality
myo-reps	myo-reps.md	1776	3	Myo-Reps
barbell-forces-levers-moments-and-torque	barbell-forces-levers-moments-torque.md	1774	0	Barbell Forces: Levers, Moments, and Torque
running-and-knee-osteoarthritis	running-knee-osteoarthritis.md	1770	8	Running and Knee Osteoarthritis
a-basic-guide-to-osteoporosis	basic-guide-osteoporosis.md	1614	0	A Basic Guide to Osteoporosis
simple-exercises-for-sciatica-pain-relief	simple-exercises-help-sciatica-pain.md	1530	3	Simple Exercises to help with Sciatica Pain
what-drives-hypertrophy	drives-hypertrophy-muscle-growth-works.md	1488	0	What Drives Hypertrophy? How Muscle Growth Works
hiit-high-intensity-interval-training	high-intensity-interval-training.md	1437	7	What is High Intensity Interval Training and Should You Do It?
how-to-choose-exercises-for-hypertrophy	choose-exercises-hypertrophy.md	1423	0	How to Choose Exercises for Hypertrophy
what-you-and-your-doctor-should-know-about-type-2-diabetes-part-1	know-about-type-2-diabetes-part-1.md	1398	11	What You (And Your Doctor) Should Know About Type 2 Diabetes: Part 1
how-to-incorporate-the-snatch-and-clean-into-your-program	incorporate-snatch-clean-into-program.md	1256	2	How-To: Incorporate the Snatch and Clean into Your Program
how-does-exercise-affect-liver-function-tests	exercise-affect-liver-function-tests.md	1168	7	How Does Exercise Affect Liver Function Tests?
bench-press-for-hypertrophy	bench-press-hypertrophy-technique-programming.md	1167	0	Bench Press for Hypertrophy: Technique and Programming
does-your-metabolism-change-with-weight-loss	metabolism-change-weight-loss.md	1062	1	Does YOUR Metabolism Change with Weight Loss?
protein-slows-digestion-nope	protein-slows-digestion-nope.md	1012	0	Protein Slows Digestion? Nope.
how-to-train-arms-for-gpp	train-arms-gpp.md	986	0	How-To Train Arms for GPP
core-stability-does-it-matter	core-stability-matter.md	974	7	Core Stability: Does it Matter?
how-does-exercise-affect-headaches	exercise-affect-headaches.md	971	23	How Does Exercise Affect Headaches?
how-to-measure-blood-pressure	measure-blood-pressure-correctly.md	966	3	How To Measure Your Blood Pressure Correctly
a-case-for-training-calves	case-training-calves.md	768	5	A Case for Training Calves
4196-2	newsletter-word-salt.md	712	0	From the Newsletter: A Word on Salt
how-to-measure-your-waist-correctly	measure-waist-circumference.md	556	5	How To Measure Your Waist Circumference (Men and Women)
